timestamp,symbol,open,high,low,close,volume
2020-01-06,MA,114.59,114.98,114.49,114.67,6405184
2020-01-06,META,66.09,66.91,65.51,66.57,242469
2020-01-06,MSFT,181.78,182.66,181.26,182.46,2820645
2020-01-06,NFLX,103.07,104.48,102.63,103.63,5023688
2020-01-06,NVDA,90.84,91.09,90.1,90.99,6611050
2020-01-06,ORCL,132.93,133.36,132.08,133.0,645639
2020-01-06,PYPL,141.46,143.32,140.57,140.91,7094378
2020-01-06,SHOP,161.5,162.74,159.81,161.6,8293533
2020-01-06,SQ,88.61,89.1,88.47,88.98,4021163
2020-01-06,TSLA,111.19,111.36,110.63,110.96,1045107
2020-01-06,UBER,110.78,112.04,109.38,110.83,6606159
2020-01-06,V,188.79,188.96,185.29,187.08,6280284
2020-01-07,AAPL,123.12,126.25,123.0,124.85,9939435
2020-01-07,ABNB,173.36,173.92,172.89,173.29,5673205
2020-01-07,ADBE,131.65,134.2,131.27,132.5,8733053
2020-01-07,AMD,111.84,113.05,110.85,112.12,331667
2020-01-07,AMZN,81.14,81.79,80.77,81.78,744157
2020-01-07,BABA,52.33,52.88,51.35,52.33,2045036
2020-01-07,COIN,115.77,116.48,110.54,113.58,1343612
2020-01-07,CRM,81.21,83.03,80.6,80.9,4558611
2020-01-07,CSCO,55.14,56.59,54.71,55.33,4571773
2020-01-07,DIS,85.58,86.43,85.5,85.66,4439843
2020-01-07,GOOGL,173.2,176.97,171.66,174.68,7078255
2020-01-07,INTC,194.95,197.48,194.33,195.55,9955665
2020-01-07,JPM,146.41,147.03,145.43,145.58,6925013
2020-01-07,MA,118.7,119.44,116.85,119.11,8718505
2020-01-07,META,65.81,66.58,63.92,65.09,816729
2020-01-07,MSFT,185.4,190.75,183.38,186.16,498523
2020-01-07,NFLX,101.46,101.95,101.43,101.62,929729
2020-01-07,NVDA,90.91,91.04,90.14,90.41,7819200
2020-01-07,ORCL,134.53,136.71,133.25,134.39,3703837
2020-01-07,PYPL,141.46,143.51,139.8,141.84,8023720
2020-01-07,SHOP,163.2,163.34,163.04,163.04,3806355
2020-01-07,SQ,88.86,89.36,88.8,88.81,1040526
2020-01-07,TSLA,111.44,111.48,111.36,111.46,9464921
2020-01-07,UBER,112.22,112.75,111.95,112.52,8861007
2020-01-07,V,186.15,188.55,183.96,186.83,3651707
2020-01-08,AAPL,124.28,125.94,123.8,124.77,4326198
2020-01-08,ABNB,170.2,174.0,168.47,171.62,8910163
2020-01-08,ADBE,134.08,134.52,130.73,132.46,6912806
2020-01-08,AMD,112.46,113.01,108.8,110.46,3770666
2020-01-08,AMZN,80.58,80.74,79.11,79.89,178467
2020-01-08,BABA,52.71,53.01,52.21,52.53,8338525
2020-01-08,COIN,112.57,113.6,110.13,112.06,2796436
2020-01-08,CRM,80.41,81.14,79.3,80.81,3570441
2020-01-08,CSCO,54.9,56.69,54.54,56.06,8168391
2020-01-08,DIS,83.63,84.46,83.51,84.24,2568706
2020-01-08,GOOGL,171.69,175.7,171.52,173.92,480168
2020-01-08,INTC,191.54,192.76,191.46,191.94,9627155
2020-01-08,JPM,146.29,146.49,146.16,146.31,9115698
2020-01-08,MA,119.6,120.29,118.92,119.26,1860627
2020-01-08,META,64.73,65.06,64.43,64.92,211283
2020-01-08,MSFT,189.14,192.57,188.26,188.85,4518899
2020-01-08,NFLX,102.67,105.0,101.88,103.68,9468082
2020-01-08,NVDA,91.11,92.99,90.78,90.8,3624891
2020-01-08,ORCL,133.66,134.32,131.06,133.0,8028881
2020-01-08,PYPL,137.02,138.36,136.29,137.6,867715
2020-01-08,SHOP,164.62,167.18,161.61,163.63,417009
2020-01-08,SQ,86.57,89.64,86.02,87.86,1741735
2020-01-08,TSLA,111.75,113.67,111.04,112.3,7281473
2020-01-08,UBER,112.09,113.06,109.17,110.94,6048732
2020-01-08,V,192.08,195.23,191.1,193.84,4118777
2020-01-09,AAPL,125.07,125.23,123.75,124.68,7203056
2020-01-09,ABNB,174.38,176.67,172.87,174.98,5367031
2020-01-09,ADBE,136.5,137.98,132.53,135.22,9773167
2020-01-09,AMD,110.9,113.45,108.43,110.92,4706077
2020-01-09,AMZN,80.1,80.93,79.32,80.17,8152317
2020-01-09,BABA,50.81,51.8,50.46,51.15,5611992
2020-01-09,COIN,112.55,114.45,112.28,113.49,6850718
2020-01-09,CRM,83.03,84.13,82.72,83.14,1663127
2020-01-09,CSCO,55.15,55.91,55.03,55.46,9998282
2020-01-09,DIS,85.96,86.11,85.28,85.5,7486143
2020-01-09,GOOGL,169.04,170.22,168.24,169.19,453870
2020-01-09,INTC,192.0,192.56,189.97,191.54,9295415
2020-01-09,JPM,147.02,148.52,144.88,145.88,8606112
2020-01-09,MA,120.2,120.66,118.0,120.09,6441184
2020-01-09,META,64.27,64.88,64.08,64.7,3563396
2020-01-09,MSFT,186.95,188.51,185.78,187.7,4645830
2020-01-09,NFLX,103.86,104.2,103.09,103.21,6631807
2020-01-09,NVDA,88.6,91.0,88.53,90.1,3170541
2020-01-09,ORCL,133.59,134.98,132.21,132.54,8619846
2020-01-09,PYPL,138.22,141.53,137.75,137.93,126753
2020-01-09,SHOP,169.31,170.23,167.83,169.31,6086109
2020-01-09,SQ,90.99,92.71,90.66,91.7,4411412
2020-01-09,TSLA,113.29,113.29,110.57,112.22,298437
2020-01-09,UBER,110.42,110.76,108.97,109.62,5504553
2020-01-09,V,195.34,196.0,191.76,193.33,1995404
2020-01-10,AAPL,121.26,121.42,120.99,121.3,709515
2020-01-10,ABNB,176.13,176.24,172.79,173.56,1788044
2020-01-10,ADBE,136.31,138.6,135.23,137.66,6780070
2020-01-10,AMD,110.34,110.86,108.29,109.34,6502224
2020-01-10,AMZN,79.25,80.03,79.08,79.35,8980724
2020-01-10,BABA,51.8,51.82,51.78,51.79,4451780
2020-01-10,COIN,112.93,113.8,111.73,113.64,4977499
2020-01-10,CRM,84.23,84.41,83.87,84.07,5267112
2020-01-10,CSCO,55.01,55.52,54.4,55.31,5345923
2020-01-10,DIS,86.61,87.05,85.91,86.3,2382131
2020-01-10,GOOGL,169.42,169.82,167.95,168.47,3758748
2020-01-10,INTC,197.08,197.46,193.78,195.09,8188415
2020-01-10,JPM,147.95,150.58,147.61,150.07,7360024
2020-01-10,MA,119.39,120.18,118.41,120.1,163568
2020-01-10,META,65.08,66.34,64.01,64.59,2224220
2020-01-10,MSFT,189.57,191.12,183.29,188.11,9114676
2020-01-10,NFLX,100.44,101.81,99.88,100.93,7264834
2020-01-10,NVDA,88.78,89.88,87.68,89.55,4428903
2020-01-10,ORCL,133.66,134.97,133.54,133.69,7589017
2020-01-10,PYPL,136.09,137.08,134.2,136.31,7000806
2020-01-10,SHOP,172.76,174.21,171.69,172.19,1623558
2020-01-10,SQ,91.73,92.86,91.36,91.4,6306200
2020-01-10,TSLA,113.27,114.48,111.27,113.3,5603842
2020-01-10,UBER,108.07,108.27,106.31,107.57,1787111
2020-01-10,V,191.63,192.63,189.94,192.46,227772
2020-01-13,AAPL,122.74,123.71,122.66,123.37,4323474
2020-01-13,ABNB,177.97,178.9,174.65,176.69,4159950
2020-01-13,ADBE,137.43,138.13,136.88,137.15,6086376
2020-01-13,AMD,111.18,112.37,110.59,111.36,1591643
2020-01-13,AMZN,80.06,80.26,78.84,79.6,7737835
2020-01-13,BABA,50.97,52.5,50.85,51.88,3907246
2020-01-13,COIN,110.05,112.93,109.2,111.96,5705109
2020-01-13,CRM,83.77,84.32,83.4,83.58,107544
2020-01-13,CSCO,55.24,55.78,54.39,54.63,9497602
2020-01-13,DIS,83.81,84.38,83.43,83.76,5579707
2020-01-13,GOOGL,168.95,169.66,165.59,168.29,3360892
2020-01-13,INTC,198.33,198.36,197.41,197.63,7838846
2020-01-13,JPM,147.71,148.05,147.24,147.8,6721619
2020-01-13,MA,122.96,124.27,122.52,123.81,2566600
2020-01-13,META,63.56,64.95,63.15,63.81,9968898
2020-01-13,MSFT,189.86,191.06,188.4,189.45,8740566
2020-01-13,NFLX,99.66,100.67,99.4,99.67,1504961
2020-01-13,NVDA,90.55,91.09,89.86,90.57,1116435
2020-01-13,ORCL,133.15,133.32,132.09,133.0,8752109
2020-01-13,PYPL,133.73,134.6,133.12,133.65,1516274
2020-01-13,SHOP,168.18,169.51,167.25,169.04,3226840
2020-01-13,SQ,92.7,93.1,91.75,91.97,816860
2020-01-13,TSLA,114.13,115.62,114.11,114.78,9462998
2020-01-13,UBER,103.4,106.78,102.34,104.69,5581323
2020-01-13,V,190.37,193.68,189.25,190.69,7345036
2020-01-14,AAPL,125.19,125.19,123.57,124.85,5214742
2020-01-14,ABNB,177.16,179.01,176.08,176.75,2631172
2020-01-14,ADBE,135.2,136.47,134.47,135.85,8619694
2020-01-14,AMD,109.91,111.87,109.3,110.34,9316874
2020-01-14,AMZN,80.2,80.24,80.15,80.21,227498
2020-01-14,BABA,49.95,50.57,49.21,49.98,3150167
2020-01-14,COIN,113.67,114.8,111.86,112.91,8150882
2020-01-14,CRM,82.87,83.47,82.05,83.03,5636009
2020-01-14,CSCO,55.1,56.08,54.57,55.27,8072634
2020-01-14,DIS,82.81,84.27,82.74,83.93,3936691
2020-01-14,GOOGL,163.54,167.81,162.71,165.43,9613280
2020-01-14,INTC,201.52,202.91,198.6,199.09,1094507
2020-01-14,JPM,149.11,149.82,145.4,147.37,6555129
2020-01-14,MA,124.68,124.93,124.01,124.18,4672229
2020-01-14,META,63.63,63.95,63.15,63.64,5069458
2020-01-14,MSFT,190.59,196.47,187.15,191.42,1634439
2020-01-14,NFLX,100.22,101.58,98.89,100.04,596910
2020-01-14,NVDA,90.83,90.85,90.74,90.85,6251316
2020-01-14,ORCL,133.29,136.42,132.25,134.1,2459058
2020-01-14,PYPL,131.29,132.01,130.71,130.91,2922675
2020-01-14,SHOP,165.47,166.74,163.23,165.3,4949329
2020-01-14,SQ,89.84,91.43,89.68,91.2,4114110
2020-01-14,TSLA,117.91,119.67,116.77,118.57,3070347
2020-01-14,UBER,106.19,106.51,104.87,106.36,1867593
2020-01-14,V,189.85,193.16,189.33,191.28,729604
2020-01-15,AAPL,126.37,128.7,125.15,126.92,8219907
2020-01-15,ABNB,179.16,180.36,178.8,178.81,7183516
2020-01-15,ADBE,131.61,134.3,130.71,133.0,1493106
2020-01-15,AMD,112.42,112.51,111.88,112.19,9865296
2020-01-15,AMZN,81.39,81.96,80.69,81.27,5071805
2020-01-15,BABA,51.17,51.9,50.9,51.18,9722234
2020-01-15,COIN,115.02,115.12,112.69,113.96,283573
2020-01-15,CRM,82.07,82.79,81.88,82.5,6523917
2020-01-15,CSCO,54.86,55.8,53.99,55.29,4911746
2020-01-15,DIS,84.97,85.32,83.6,83.76,6718586
2020-01-15,GOOGL,171.91,172.95,169.52,169.75,8522432
2020-01-15,INTC,202.07,203.27,200.92,201.3,9055470
2020-01-15,JPM,145.59,148.42,144.93,146.52,5640812
2020-01-15,MA,123.21,124.76,122.21,123.51,3281761
2020-01-15,META,62.27,63.54,62.2,63.1,2576665
2020-01-15,MSFT,184.22,188.18,182.82,186.72,1237974
2020-01-15,NFLX,101.35,101.45,99.98,100.78,7277111
2020-01-15,NVDA,91.81,92.06,91.31,91.39,6261539
2020-01-15,ORCL,138.31,138.66,135.55,136.1,8407847
2020-01-15,PYPL,132.78,132.82,131.03,131.9,3529798
2020-01-15,SHOP,170.03,171.41,165.55,169.69,4585804
2020-01-15,SQ,91.31,92.42,90.88,91.2,5412361
2020-01-15,TSLA,118.9,119.94,116.25,117.62,6401278
2020-01-15,UBER,106.14,107.37,104.0,106.01,8403328
2020-01-15,V,193.66,194.86,190.22,194.13,6276185
2020-01-16,AAPL,128.08,130.55,125.17,128.18,1182229
2020-01-16,ABNB,179.9,183.43,179.19,181.68,8330428
2020-01-16,ADBE,131.51,134.07,130.58,132.36,8383984
2020-01-16,AMD,111.3,114.73,110.71,111.62,5876118
2020-01-16,AMZN,81.32,81.78,80.07,80.66,1148653
2020-01-16,BABA,51.78,52.0,51.69,51.94,7879516
2020-01-16,COIN,113.14,113.38,112.88,113.15,6969469
2020-01-16,CRM,81.72,82.87,80.58,80.99,4579913
2020-01-16,CSCO,54.8,54.93,53.85,53.92,2320327
2020-01-16,DIS,84.34,84.34,82.04,83.24,8282535
2020-01-16,GOOGL,169.09,171.54,169.07,170.02,7105160
2020-01-16,INTC,196.96,198.99,194.41,197.57,252256
2020-01-16,JPM,143.04,143.66,141.26,142.82,9787855
2020-01-16,MA,120.25,121.73,120.06,121.48,4882579
2020-01-16,META,62.27,62.41,61.25,62.29,2323027
2020-01-16,MSFT,184.54,189.23,182.19,185.59,3153543
2020-01-16,NFLX,100.42,100.58,98.08,99.13,1287422
2020-01-16,NVDA,92.84,93.61,92.08,92.58,8112705
2020-01-16,ORCL,134.91,136.56,133.66,134.44,8678324
2020-01-16,PYPL,133.42,133.88,132.23,132.72,2825684
2020-01-16,SHOP,176.73,176.94,171.64,174.32,7998957
2020-01-16,SQ,92.92,93.49,91.87,92.75,2687218
2020-01-16,TSLA,118.14,119.35,117.32,118.97,5865602
2020-01-16,UBER,104.11,106.73,103.08,104.97,9651390
2020-01-16,V,197.42,199.16,194.1,197.31,4781638
2020-01-17,AAPL,124.66,128.01,123.81,125.95,7906037
2020-01-17,ABNB,183.99,184.6,183.22,183.42,9272145
2020-01-17,ADBE,133.18,134.49,131.6,132.51,8157618
2020-01-17,AMD,112.17,113.54,109.65,111.41,6243461
2020-01-17,AMZN,78.49,79.19,77.72,78.85,1929501
2020-01-17,BABA,52.98,53.72,52.86,53.37,4415820
2020-01-17,COIN,114.75,114.99,111.58,113.32,6700784
2020-01-17,CRM,79.91,80.56,79.41,79.56,4915516
2020-01-17,CSCO,53.56,53.77,52.58,53.27,4588394
2020-01-17,DIS,81.4,84.26,81.2,83.48,8813052
2020-01-17,GOOGL,176.33,176.94,174.5,176.25,4086280
2020-01-17,INTC,191.79,195.73,191.15,194.68,2197439
2020-01-17,JPM,145.16,145.99,143.55,144.32,9318323
2020-01-17,MA,121.48,122.07,120.84,121.81,3471749
2020-01-17,META,61.57,62.33,60.29,61.25,4914866
2020-01-17,MSFT,184.29,188.41,182.03,186.11,715771
2020-01-17,NFLX,100.17,100.9,99.14,99.91,4078359
2020-01-17,NVDA,93.81,94.36,90.63,91.72,6949968
2020-01-17,ORCL,134.27,135.62,131.5,132.67,2734329
2020-01-17,PYPL,130.59,135.49,129.99,132.97,8737545
2020-01-17,SHOP,176.89,177.51,170.93,173.47,4819182
2020-01-17,SQ,93.16,94.08,91.31,93.22,445887
2020-01-17,TSLA,121.76,122.28,121.15,122.2,6942932
2020-01-17,UBER,103.29,106.83,101.95,104.41,1933058
2020-01-17,V,196.67,196.9,194.17,195.07,4467771
2020-01-20,AAPL,125.8,126.22,123.95,125.91,6091678
2020-01-20,ABNB,186.03,189.07,184.0,187.33,2955497
2020-01-20,ADBE,132.94,133.3,132.31,132.47,6133506
2020-01-20,AMD,112.39,113.67,110.86,112.14,5072283
2020-01-20,AMZN,80.62,81.19,80.18,80.21,3187585
2020-01-20,BABA,53.6,54.61,53.49,54.25,6137656
2020-01-20,COIN,114.16,115.12,113.23,114.47,5696435
2020-01-20,CRM,78.45,78.67,77.82,78.22,703192
2020-01-20,CSCO,53.18,53.39,52.69,52.93,8833750
2020-01-20,DIS,85.61,85.9,84.83,84.91,511926
2020-01-20,GOOGL,176.97,178.62,173.01,174.56,4482879
2020-01-20,INTC,199.06,200.65,193.51,197.47,1485145
2020-01-20,JPM,145.74,146.84,145.51,145.97,9543691
2020-01-20,MA,127.1,127.17,126.0,126.03,7820377
2020-01-20,META,59.95,61.83,59.85,60.61,8909636
2020-01-20,MSFT,189.98,190.05,186.45,188.71,3382457
2020-01-20,NFLX,101.28,101.93,100.38,100.99,8298900
2020-01-20,NVDA,91.31,92.84,91.24,91.86,3667777
2020-01-20,ORCL,131.72,132.7,131.36,131.69,848131
2020-01-20,PYPL,131.94,132.56,130.18,132.38,9743741
2020-01-20,SHOP,171.63,172.1,171.41,171.78,265766
2020-01-20,SQ,93.02,93.15,90.07,92.04,2514205
2020-01-20,TSLA,122.84,123.34,121.72,122.01,3078530
2020-01-20,UBER,106.42,107.14,106.33,107.01,4028809
2020-01-20,V,196.04,196.49,194.37,195.03,3648574
2020-01-21,AAPL,125.73,127.1,125.33,125.81,7630631
2020-01-21,ABNB,189.85,192.54,189.21,191.97,3688125
2020-01-21,ADBE,129.77,130.41,129.49,129.51,5870806
2020-01-21,AMD,110.27,110.94,108.61,110.09,1528755
2020-01-21,AMZN,79.52,82.12,79.23,81.32,9040599
2020-01-21,BABA,53.36,54.02,53.28,53.57,5996067
2020-01-21,COIN,115.8,116.22,112.33,115.55,2450804
2020-01-21,CRM,78.07,78.72,77.6,78.2,4348324
2020-01-21,CSCO,53.66,54.13,53.17,54.12,6901466
2020-01-21,DIS,86.13,87.48,83.21,85.3,3557340
2020-01-21,GOOGL,171.47,172.85,169.37,170.61,1763718
2020-01-21,INTC,198.1,198.4,197.65,197.99,9051904
2020-01-21,JPM,147.61,149.79,147.29,149.45,2735925
2020-01-21,MA,129.88,132.96,128.63,129.82,3599492
2020-01-21,META,59.73,59.96,59.26,59.84,1396319
2020-01-21,MSFT,188.31,192.44,187.9,189.55,9061113
2020-01-21,NFLX,100.76,102.14,100.45,102.07,5588423
2020-01-21,NVDA,91.48,92.05,90.57,91.4,1576876
2020-01-21,ORCL,134.9,135.76,133.23,135.12,9031786
2020-01-21,PYPL,129.87,130.81,128.53,129.27,565316
2020-01-21,SHOP,167.99,170.5,167.79,169.5,1090457
2020-01-21,SQ,93.25,94.04,92.85,93.98,8652621
2020-01-21,TSLA,122.2,123.32,121.47,122.47,7022292
2020-01-21,UBER,105.17,107.57,104.16,105.96,6641938
2020-01-21,V,192.58,194.37,187.18,191.52,2715137
2020-01-22,AAPL,127.43,128.36,123.23,126.37,9527447
2020-01-22,ABNB,189.17,193.46,187.0,189.9,2029310
2020-01-22,ADBE,131.24,132.22,129.48,131.36,3428531
2020-01-22,AMD,109.98,110.19,109.3,109.97,5233093
2020-01-22,AMZN,81.07,81.29,80.82,80.84,4226272
2020-01-22,BABA,52.99,53.18,52.48,53.04,8637343
2020-01-22,COIN,114.25,115.6,113.48,114.42,4817260
2020-01-22,CRM,76.15,77.58,75.53,76.68,2675980
2020-01-22,CSCO,54.12,54.98,53.57,54.53,9571176
2020-01-22,DIS,85.66,86.32,85.42,85.69,8680571
2020-01-22,GOOGL,171.85,174.06,171.35,172.47,6981695
2020-01-22,INTC,194.34,202.14,193.72,197.19,8086935
2020-01-22,JPM,153.73,154.44,153.14,153.81,5199448
2020-01-22,MA,130.54,130.68,129.47,130.5,1571607
2020-01-22,META,59.24,59.78,58.42,59.55,9440126
2020-01-22,MSFT,197.27,198.27,195.95,197.07,5729908
2020-01-22,NFLX,101.66,102.68,101.07,101.75,3076707
2020-01-22,NVDA,92.39,92.8,92.15,92.19,5949442
2020-01-22,ORCL,137.67,139.11,136.89,138.3,9675752
2020-01-22,PYPL,130.31,131.35,128.98,130.53,7442090
2020-01-22,SHOP,166.53,166.76,165.66,166.75,5349470
2020-01-22,SQ,96.15,98.71,93.62,96.14,9155715
2020-01-22,TSLA,126.32,128.25,126.06,126.18,9765184
2020-01-22,UBER,106.62,108.27,105.98,107.84,1570797
2020-01-22,V,190.5,191.82,189.85,190.12,6384673
2020-01-23,AAPL,125.48,128.96,123.05,125.66,6192722
2020-01-23,ABNB,192.28,192.47,191.45,191.97,9980921
2020-01-23,ADBE,132.01,133.64,131.09,133.07,2521040
2020-01-23,AMD,107.85,108.58,107.7,108.56,6877642
2020-01-23,AMZN,80.7,81.86,79.66,81.31,160673
2020-01-23,BABA,53.6,54.62,53.46,54.1,2278447
2020-01-23,COIN,111.59,114.83,110.28,112.61,7777682
2020-01-23,CRM,79.4,79.54,78.58,78.92,9152540
2020-01-23,CSCO,54.66,55.14,54.43,54.94,4995293
2020-01-23,DIS,85.01,85.18,83.14,84.6,9973672
2020-01-23,GOOGL,174.62,175.61,172.84,173.55,4137502
2020-01-23,INTC,196.51,199.07,194.69,195.1,4281148
2020-01-23,JPM,152.38,156.37,151.7,152.6,104880
2020-01-23,MA,131.03,131.47,129.91,130.74,9137874
2020-01-23,META,61.4,61.87,60.77,61.15,3396478
2020-01-23,MSFT,194.6,195.81,192.94,194.94,6739976
2020-01-23,NFLX,101.97,102.2,100.85,101.26,7523185
2020-01-23,NVDA,91.64,91.93,89.07,90.94,2311468
2020-01-23,ORCL,140.55,140.91,139.22,139.69,1947716
2020-01-23,PYPL,133.42,134.45,133.32,133.62,4652734
2020-01-23,SHOP,168.66,169.45,166.97,168.86,9359646
2020-01-23,SQ,93.85,94.4,92.39,93.13,7095745
2020-01-23,TSLA,126.29,126.75,123.68,124.93,5287405
2020-01-23,UBER,109.29,109.71,109.06,109.12,531064
2020-01-23,V,192.24,192.42,190.6,191.64,7485608
2020-01-24,AAPL,124.71,128.73,124.43,126.73,9478166
2020-01-24,ABNB,190.41,193.25,187.13,191.57,6043649
2020-01-24,ADBE,129.36,131.93,129.02,130.51,6524884
2020-01-24,AMD,106.77,110.38,106.16,108.14,8861447
2020-01-24,AMZN,84.05,84.53,82.07,83.78,9878239
2020-01-24,BABA,54.67,55.05,53.97,54.4,4731616
2020-01-24,COIN,113.08,113.96,110.8,111.85,2359840
2020-01-24,CRM,76.13,77.67,75.18,76.5,399232
2020-01-24,CSCO,55.09,55.79,54.55,55.09,2999350
2020-01-24,DIS,85.55,86.27,84.11,85.47,6455150
2020-01-24,GOOGL,176.43,183.08,176.13,179.87,6694193
2020-01-24,INTC,192.83,194.26,191.35,192.51,5536499
2020-01-24,JPM,154.32,154.34,151.56,151.87,5058448
2020-01-24,MA,135.32,137.22,133.92,134.27,5360470
2020-01-24,META,59.99,60.89,59.27,60.12,8729413
2020-01-24,MSFT,205.25,205.94,202.95,204.28,5481511
2020-01-24,NFLX,103.94,104.11,102.55,103.54,564609
2020-01-24,NVDA,91.83,92.14,89.87,91.14,102334
2020-01-24,ORCL,142.9,144.29,141.47,142.93,5530489
2020-01-24,PYPL,135.98,138.08,135.55,136.9,9976881
2020-01-24,SHOP,166.93,168.37,163.88,166.58,2850853
